owner_older40,owner_male,num_livestock,years_edu,num_employees,grid_subsidy_amount,grid_connection,firm_revenue
1,0,1,9,1,50,0,9778.463
0,0,1,7,1,100,1,20065.34
1,0,6,9,1,100,1,21054.39
0,0,1,6,0,250,0,7233.598
0,0,1,10,0,100,0,6434.691
0,1,1,4,3,250,0,8884.199
0,1,0,6,2,200,0,6113.355
0,0,4,5,2,250,0,8461.073
0,1,2,5,1,50,1,21492.83
1,0,1,10,1,100,0,9865.084
0,1,3,5,1,100,0,5101.164
0,0,2,8,4,100,0,7275.899
0,0,5,7,2,200,1,20430.6
0,0,4,7,0,200,0,6736.949
0,1,2,8,4,50,0,12752.3
1,1,2,7,4,200,1,20869.83
0,0,2,9,3,200,0,9039.967
0,1,1,8,1,100,0,10032.62
0,1,3,9,0,100,1,25117.96
0,1,1,4,2,50,0,9456.54
0,0,3,9,2,150,0,8122.737
0,0,3,9,6,100,0,8401.937
0,0,1,8,4,100,0,12355.73
0,0,2,8,1,50,0,7809.024
0,1,1,8,0,250,1,19124.46
0,0,0,8,4,150,0,8879.542
0,1,1,7,0,250,0,9161.776
0,1,0,6,4,100,0,6808.271
0,0,5,9,0,250,1,16926.47
0,1,1,10,2,200,0,7449.498
1,1,3,4,3,50,0,10753.19
0,0,1,8,3,250,0,5367.133
0,0,3,9,3,250,0,6595.914
0,1,3,8,2,200,0,10180.73
0,1,4,5,2,50,0,5135.948
1,0,2,8,3,50,1,26335.51
0,1,2,9,1,200,0,10273.84
0,1,1,5,1,50,0,9716.683
0,0,0,9,2,50,0,9440.68
0,1,2,4,2,100,0,8816.345
0,1,2,9,1,250,0,8818.773
0,0,1,9,3,150,0,9283.299
0,1,2,9,2,150,0,9750.768
0,1,0,9,1,150,0,7526.773
0,0,2,5,3,150,0,6594.527
1,0,1,7,6,50,1,20973.28
1,1,1,7,1,200,0,10646.56
1,1,0,5,1,50,1,24971.75
0,0,3,5,2,200,0,5376.615
0,0,2,6,1,250,0,7848.091
1,1,1,6,3,50,1,26403.75
0,0,2,5,4,200,0,4708.15
1,0,2,7,5,150,0,8139.445
1,0,1,6,4,150,0,8716.732
0,0,5,5,1,100,0,5015.841
0,0,2,5,6,150,0,8705.776
0,0,0,10,1,200,0,6409.853
1,1,1,10,3,200,1,26654.35
0,1,1,9,2,100,0,9297.294
0,0,2,9,1,250,1,17558.38
0,1,0,8,1,50,0,8053.088
0,1,4,9,3,150,0,9521.579
1,1,3,7,1,200,1,18466.99
1,0,3,10,3,100,0,10637.61
0,0,6,7,2,50,0,5930.557
0,0,1,7,1,250,0,7811.947
0,1,1,9,0,50,0,10896.79
0,1,1,9,2,150,0,10616.52
0,1,1,5,2,100,0,7537.973
0,1,3,9,1,50,0,10223.56
0,1,0,6,3,150,1,21637.5
0,1,5,5,4,250,0,6842.833
1,0,2,5,3,200,1,19194.24
0,1,2,5,1,200,0,6523.738
0,1,1,9,2,200,1,20057.42
0,1,4,6,2,250,0,9181.452
0,0,1,5,5,150,0,6380.652
0,0,0,6,1,50,0,8189.794
0,0,4,4,1,200,0,6779.339
0,1,3,9,0,250,0,9676.988
0,1,3,6,5,50,0,10000.45
0,1,0,6,1,200,0,8810.056
0,0,1,5,1,50,0,7958.785
0,1,2,8,3,200,1,23018.13
0,1,3,4,0,50,0,5897.311
0,1,1,6,1,100,0,6787.984
0,1,3,6,3,100,0,10534.53
0,0,3,7,3,200,0,9140.566
0,1,2,9,0,200,0,9176.017
0,0,2,6,4,200,0,6195.24
0,1,2,9,0,200,0,9957.393
0,0,1,6,2,200,0,3716.712
0,1,2,9,0,150,0,9137.722
0,0,1,9,0,50,0,6248.476
0,0,1,8,2,50,0,6752.116
0,1,4,5,0,250,0,4973.644
0,0,0,10,1,150,0,4837.203
0,1,1,5,2,50,0,7274.383
0,0,1,8,1,50,0,5025.644
0,0,3,7,0,100,0,5955.563
1,1,1,4,1,100,0,7910.567
0,0,0,6,1,50,0,6395.507
0,1,3,5,2,100,0,6712.814
0,0,2,7,5,100,0,10125.69
0,1,3,8,1,100,0,7166.795
1,0,3,7,0,250,1,19546.82
0,1,5,5,0,250,0,4429.656
0,0,3,10,3,200,1,18032.4
0,1,4,7,1,150,0,6876.151
0,1,2,7,3,50,1,23364.39
0,0,1,9,4,200,0,6848.414
1,0,0,5,0,200,1,18397.59
0,0,1,7,0,150,1,19859.85
0,1,2,6,1,200,0,10001.3
0,0,1,7,1,150,0,7941.225
0,1,5,7,4,150,0,11496.61
1,1,2,8,1,150,1,22726.07
0,1,0,4,1,200,0,6968.536
0,1,2,8,2,150,0,6928.958
0,1,4,6,1,100,0,7590.278
1,0,5,5,5,250,1,17794.02
0,1,1,10,4,150,0,9279.184
0,0,1,4,1,50,0,5350.951
0,1,1,6,4,250,1,19733.15
0,0,2,9,1,100,0,5256.779
0,0,2,8,2,200,0,9102.869
0,0,1,6,0,50,0,4249.077
0,1,4,7,3,150,0,5864.328
0,1,4,7,3,200,0,7909.276
0,0,3,8,2,250,0,7717.705
0,1,3,8,1,150,0,5854.764
0,0,2,6,5,100,0,4611.53
0,1,2,5,3,200,1,23559.25
1,0,1,9,6,150,1,24558.24
1,1,3,8,1,100,0,10930.23
0,1,3,10,1,200,0,8068.648
1,1,5,6,0,150,1,21221.81
0,0,1,6,4,250,0,5708.185
0,0,1,6,2,100,0,4446.646
0,1,2,8,1,100,0,7093.807
0,1,2,10,1,50,0,9168.591
0,0,1,6,4,250,0,5404.396
0,1,1,8,3,100,0,8275.494
0,0,4,6,3,100,0,4831.018
0,1,1,4,0,100,0,6893.007
0,0,3,5,1,200,0,8735.826
0,0,2,5,6,250,0,8419.466
0,0,1,6,1,100,0,4733.649
0,1,5,10,2,50,0,10341.12
0,0,3,9,1,250,0,8206.72
0,0,0,9,1,150,0,5420.752
1,0,1,7,7,50,0,9260.293
0,0,4,8,3,150,0,4312.191
0,1,1,7,2,200,0,6667.15
0,0,1,7,1,250,1,17251.68
0,0,2,5,1,50,0,4493.6
1,0,1,8,1,50,0,11598.29
0,0,4,5,1,100,0,8584.674
0,1,2,5,2,50,0,4547.757
1,1,5,6,1,50,1,22804.01
1,1,4,6,3,250,1,19436.38
0,0,3,8,1,100,0,6763.807
0,0,1,8,2,250,0,8992.882
0,1,0,9,3,100,0,6670.21
1,1,3,6,2,100,1,20214.22
1,0,4,6,4,150,0,9676.24
0,0,4,8,0,100,1,19953.14
0,0,3,9,4,100,0,9554.238
0,0,1,7,1,250,1,18868.95
1,0,3,7,0,50,0,13075.87
0,0,3,9,5,200,0,8499.959
0,0,0,8,1,250,0,8387.795
0,0,1,7,2,50,0,6051.187
0,1,8,10,1,250,1,17817.86
0,1,5,7,1,200,0,9247.417
0,0,2,9,5,250,1,17453.92
0,1,4,6,3,200,1,18270.4
0,1,1,5,1,100,0,10478.71
0,1,2,5,0,250,0,9773.386
0,0,5,5,2,50,0,5717.896
0,0,4,8,0,250,1,17781.2
0,1,4,8,2,150,0,8079.982
0,0,1,6,3,200,0,4923.133
0,1,2,5,1,150,1,19880.69
0,0,1,5,1,150,0,7352.742
0,0,1,5,1,250,0,7647.878
1,0,2,5,1,200,0,9294.575
0,1,3,7,2,100,0,12479.15
0,0,5,8,2,150,0,8005.323
1,0,6,10,0,150,0,11161.94
0,0,2,7,4,250,1,18624.13
0,0,5,7,2,250,1,21761.24
0,0,0,9,3,50,0,4733.042
0,0,0,6,0,200,0,6796.081
0,0,1,9,2,150,0,7696.73
0,1,2,9,2,100,0,8538.768
0,1,2,9,1,100,0,7474.003
0,1,6,4,2,250,0,5098.717
0,0,1,8,1,50,0,5334.495
1,0,1,9,3,150,0,11020.94
0,1,2,5,3,100,0,11518
0,0,1,5,1,50,0,3612.411
0,1,2,9,1,150,0,8849.959
0,0,2,5,0,100,0,4353.1
0,0,2,6,0,100,0,4270.728
0,0,2,5,4,50,0,8431.417
0,0,2,5,0,100,0,3193.986
0,0,0,4,0,50,0,3507.933
0,1,1,4,1,150,0,5420.978
0,1,4,7,4,200,0,5933.405
1,0,5,6,3,200,1,22101.36
0,1,0,10,1,150,0,10312.28
0,1,0,10,5,200,0,9089.361
0,1,1,7,4,250,0,6999
1,0,1,5,2,250,1,18233.11
0,1,3,5,1,200,0,7626.241
0,0,3,7,3,150,0,3113.619
0,0,1,8,0,150,0,6415.493
0,0,1,6,1,250,0,6968.034
0,1,1,9,0,100,0,5573.736
0,1,0,5,4,150,0,5767.594
1,0,2,10,1,200,1,18052.05
0,0,2,9,6,250,0,7170.025
1,1,3,6,3,150,1,20268.68
0,0,0,7,0,150,0,5463.833
0,1,0,9,1,200,0,7433.146
1,1,2,6,1,200,0,10238.85
0,0,4,9,1,250,0,5617.717
0,0,7,9,2,250,1,18917.55
0,0,2,7,0,250,0,5665.533
0,1,3,4,1,100,0,6778.298
0,0,1,8,3,50,0,4614.911
1,0,0,10,2,50,1,21997.44
1,0,3,5,0,200,0,8963.67
1,0,2,8,3,200,0,8042.567
0,0,1,6,6,50,0,12043.93
1,1,1,9,4,50,0,12628.17
0,0,3,8,3,100,0,8577.394
1,1,3,7,3,50,0,11825.41
0,1,2,9,2,100,0,11971.41
0,0,5,6,0,250,0,3959.255
1,1,2,5,2,50,0,10422.42
1,1,5,8,4,150,1,20450.81
0,0,2,9,2,100,0,12210.98
0,0,3,5,4,250,0,8294.436
0,0,4,6,1,50,0,3323.282
1,1,5,7,4,250,1,22806.91
0,0,7,10,2,50,0,5739.862
0,1,6,6,2,250,0,9340.834
1,0,1,9,2,150,0,9989.383
0,0,3,9,0,250,0,4111.184
1,1,2,4,1,250,1,17612.69
1,0,0,7,0,200,1,18746.95
1,1,0,10,0,100,1,22731.56
0,0,0,7,2,250,0,8486.812
0,1,1,7,1,200,1,20235.17
0,1,1,9,0,100,0,7722.302
1,1,1,10,2,50,0,9875.1
0,1,4,7,4,150,1,19963.11
0,1,3,7,5,100,0,7154.1
0,1,1,8,4,200,0,9103.218
1,0,7,7,1,50,1,21390.75
0,0,3,10,3,250,0,8460.891
0,1,8,6,1,100,0,9855.266
0,1,2,8,3,150,0,7521.031
1,0,1,9,0,250,1,18522.98
0,0,2,6,4,250,0,5345.077
0,0,4,9,0,200,0,6324.338
0,1,3,5,4,250,0,7908.812
1,1,5,7,0,150,0,9387.038
0,0,1,5,4,100,0,3994.574
0,1,0,6,0,100,0,11644.16
0,0,2,5,2,50,0,4613.841
0,1,3,9,2,150,0,9532.523
0,0,2,9,0,50,0,6570.868
0,1,1,8,1,200,1,17701.36
0,1,3,9,1,250,0,9179.307
0,0,5,5,3,100,0,3696.905
0,1,0,10,0,250,0,8027.267
0,0,3,10,0,250,0,5737.85
1,0,3,5,1,150,0,10206.76
0,0,3,9,3,150,0,9472.568
1,1,2,8,1,100,0,11847.05
0,1,0,4,3,50,0,8299.685
0,0,0,6,2,100,0,8122.754
0,0,1,5,0,200,0,4266.554
0,0,3,8,2,100,0,11901.13
0,1,4,8,4,250,1,17331.82
0,1,4,9,3,100,0,9361.486
1,1,2,8,3,250,1,21030.24
1,0,1,6,3,150,1,20909
0,0,4,10,3,150,1,19922.24
0,1,3,5,0,50,0,7408.646
0,0,2,6,0,100,0,9817.507
0,0,2,6,3,150,0,6562.083
0,0,3,9,4,50,1,23179.62
0,1,1,7,2,250,1,22377.51
0,0,1,9,1,150,0,5216.402
0,0,2,6,1,200,0,6992.792
0,1,2,5,2,250,1,17963.77
0,0,4,5,2,100,0,4240.366
0,0,2,6,0,50,0,4093.937
0,0,5,4,1,150,0,5539.428
0,0,3,7,3,150,0,5644.378
0,1,1,7,0,50,0,7616.098
0,0,3,8,1,100,0,7426.23
1,1,2,4,0,250,1,18610.74
0,1,2,5,3,100,1,24158.6
0,1,1,5,1,250,1,18327.58
0,1,1,9,5,50,0,11929.75
0,1,3,7,3,250,0,6000.17
0,0,7,5,1,50,0,6105.278
0,0,5,10,3,150,0,6735.991
0,0,1,8,2,50,0,6752.52
0,1,1,5,2,250,0,7308.209
0,1,6,6,3,200,1,21971.12
1,1,2,8,0,250,1,28465.34
0,0,1,7,2,250,1,18207.04
0,0,7,10,0,150,0,10576.75
0,1,0,4,2,250,0,7482.332
0,0,2,5,2,150,0,8852.222
1,1,2,9,1,250,1,19370.54
0,1,0,6,0,200,0,7142.447
0,1,2,9,2,150,0,10792.58
0,1,6,10,2,100,0,7778.125
1,0,2,7,1,50,1,22985.83
0,0,6,8,5,100,0,7220.886
0,1,1,6,5,150,1,22317.14
0,1,2,7,2,100,0,10672.95
1,0,4,10,1,200,0,8864.377
1,0,0,10,2,200,1,20301.82
0,0,2,5,4,200,0,7567.994
0,0,0,5,3,200,0,3409.898
1,1,2,9,2,50,1,21656.1
0,0,6,7,2,250,1,18053.86
0,0,7,4,3,200,0,5358.094
0,0,2,9,4,150,0,6533.382
0,1,2,9,1,250,1,17457.27
0,0,5,9,3,250,0,6110.775
1,1,0,5,3,250,1,18880.31
1,0,1,5,3,150,0,6884.589
0,0,3,6,1,200,0,5284.463
1,0,2,7,3,200,1,20261.61
0,0,1,5,0,200,0,4143.134
1,0,2,7,1,200,0,7786.25
0,1,4,5,6,250,0,9320.595
1,0,4,4,1,150,0,10751.97
0,1,3,9,2,200,0,9232.917
0,0,1,8,2,200,0,10717.32
0,0,0,8,2,150,0,5758.5
0,1,4,6,2,250,0,9944.535
1,0,4,9,1,200,0,9677.758
1,1,1,6,3,200,1,24849.21
0,0,9,7,4,150,0,4388.702
0,0,0,9,1,100,0,7681.258
0,0,6,7,3,250,0,4872.434
0,1,3,8,2,100,0,9902.275
0,0,7,9,3,200,0,8598.619
0,0,2,5,1,50,0,3571.327
0,1,1,8,3,200,1,19816.69
0,0,3,5,3,150,0,9010.379
0,0,3,6,1,250,1,17516.92
1,1,3,7,3,150,1,20682.85
0,1,2,8,3,100,0,11209.51
0,0,3,9,3,200,0,9600.087
0,1,2,9,2,150,0,9196.6
0,0,0,6,1,150,0,5877.552
0,1,3,9,1,200,0,6448.697
1,0,2,4,2,150,0,10953.75
0,0,3,10,3,150,0,8871.8
0,0,3,6,4,200,0,9130.021
0,0,2,5,1,100,0,7791.181
0,0,3,5,1,100,0,6402.643
0,1,5,5,2,200,0,7604.743
1,1,1,5,3,250,1,17311.75
1,1,2,9,2,50,0,11125.02
1,0,2,4,4,250,1,21135.17
0,1,1,8,4,150,1,20739.4
0,0,1,7,2,150,0,4682.059
0,1,6,9,1,200,0,6952.396
1,0,4,8,4,200,0,9169.387
1,0,1,7,2,100,0,12316.12
0,0,8,7,3,250,0,8338.747
0,0,2,5,4,250,0,4722.077
1,1,3,10,1,100,1,28615.4
0,1,1,7,1,200,0,9686.308
1,1,4,10,3,100,1,22729.54
0,0,6,4,1,200,0,8837.631
0,1,6,8,1,250,1,17994.12
0,1,3,9,1,150,0,6546.194
0,0,6,4,3,200,1,19367.78
0,0,4,4,0,200,0,5307.21
1,0,5,7,1,200,1,23420.7
1,0,0,9,0,100,0,9532.114
1,0,4,9,4,100,1,19767.05
1,1,4,5,6,50,0,9784.372
0,1,3,7,0,250,0,7772.605
0,1,3,6,5,100,0,9398.436
0,0,1,7,0,200,0,5544.847
1,1,4,5,1,250,1,19457.64
0,0,5,5,2,100,0,6860.928
0,1,3,5,1,150,0,6559.039
1,0,1,6,2,200,0,7711.143
0,0,0,9,1,150,0,6969.855
0,0,1,8,0,250,0,9263.035
0,0,5,8,2,150,0,5807.484
0,0,3,10,0,100,0,7664.147
1,1,2,10,3,250,1,21159.1
0,0,4,7,0,250,0,5029.258
0,1,4,7,2,150,0,6434.497
0,1,1,4,4,50,0,6898.939
1,1,2,8,1,150,1,20123.98
0,1,3,6,5,200,0,7019.675
1,1,4,5,4,100,0,11679.03
1,0,2,6,2,50,0,8886.402
0,1,2,6,2,200,0,7661.907
0,1,6,9,3,50,0,11394.93
0,1,3,6,1,100,0,8619.431
0,0,4,7,1,100,0,5067.009
0,0,4,7,4,250,0,8179.376
1,1,3,9,1,150,1,22506.66
0,1,1,5,3,250,1,21045.24
0,1,3,7,1,50,0,9150.739
0,0,0,9,4,250,0,4742.203
0,0,2,7,1,150,0,11117.25
1,0,2,5,1,150,0,8392.279
1,1,5,8,1,250,1,20284.37
0,1,4,4,2,250,0,8101.183
0,0,3,4,6,200,0,5927.986
1,1,4,8,0,100,0,12148.1
1,0,3,9,2,50,0,10675.08
0,1,3,6,1,250,1,20767.77
0,1,1,4,4,250,0,8667.644
0,0,4,4,0,150,0,3711.665
0,1,5,9,2,250,1,22001.18
0,0,1,4,0,100,0,6987.508
0,0,7,9,3,100,1,22335.96
0,0,2,8,1,200,0,4396.602
0,0,4,5,1,50,0,3654.522
0,0,3,5,2,150,0,8141.198
0,1,5,5,1,250,0,7043.028
0,0,3,5,3,200,0,7219.662
0,1,1,6,4,100,0,6336.712
0,1,1,7,5,100,0,11434.18
1,1,2,10,1,150,1,28818.26
0,0,1,9,1,150,0,4843.942
0,0,0,7,1,150,0,4939.014
0,1,1,4,1,150,0,10544.31
0,0,5,7,3,250,0,4496.701
0,0,1,6,4,150,0,6075.827
0,0,1,6,1,200,0,3405.202
0,1,1,4,1,200,0,6459.912
0,0,3,9,1,250,1,18109.49
1,1,1,9,1,50,1,22502.92
0,0,0,10,0,250,1,22275.76
0,1,1,9,2,250,0,9799.769
0,0,3,7,2,100,0,7946.333
0,0,1,10,2,250,0,4326.687
1,1,5,5,5,200,1,26740.91
0,1,2,7,1,100,0,5081.098
0,1,6,6,4,250,0,7778.23
0,1,3,5,5,250,1,21350.69
0,0,1,4,0,150,0,7725.768
0,0,3,7,2,100,0,9330.678
0,1,0,8,2,50,0,8066.085
0,1,3,7,2,250,0,6273.013
0,0,5,5,1,250,0,6081.938
0,0,2,9,0,50,0,7513.599
1,1,4,5,2,100,0,9744.918
0,1,1,5,1,200,1,19577.19
0,0,1,4,1,100,0,4853.433
0,1,3,5,0,250,1,23242.49
0,0,3,10,1,200,0,6916.197
0,0,1,4,3,50,0,5198.927
1,1,3,8,2,200,0,10375.19
0,0,0,6,4,200,0,5006.6
0,1,4,7,2,200,0,7632.438
0,1,5,7,2,250,1,17345.35
0,1,9,4,3,150,0,6357.53
0,0,7,7,1,250,0,9055.193
0,0,2,9,1,200,0,10642.31
0,0,0,8,0,150,0,3159.845
0,0,1,9,2,150,0,7570.036
1,1,2,6,5,250,1,18415.37
0,0,5,7,2,50,0,7183.033
0,1,4,4,3,150,0,4562.721
0,1,2,5,2,50,0,11260.52
1,0,1,7,2,50,0,9827.071
0,0,0,6,5,200,0,6570.34
0,1,10,7,2,250,1,18978.72
0,1,1,6,4,50,0,7032.283
0,0,5,5,1,50,0,6971.22
1,1,3,4,0,200,1,23542.45
1,0,2,9,4,200,1,20335.4
0,1,4,7,2,250,1,17851.35
0,0,1,6,0,50,0,8523.591
1,0,1,7,5,200,1,22439.35
1,1,4,6,4,150,1,25673.1
0,1,3,6,1,50,0,6936.091
0,0,1,9,2,200,0,7583.16
0,1,5,6,2,100,0,9408.104
1,0,4,5,5,50,0,13483.84
1,0,2,9,0,50,0,10479.45
0,0,1,8,0,250,0,9340.928
0,1,2,4,2,50,0,9768.466
1,1,4,9,5,50,0,11180.38
1,1,3,8,1,100,0,11726.51
1,0,1,9,3,200,1,20926.38
0,1,4,4,1,150,1,19685.42
0,1,4,7,1,100,0,9762.048
1,0,1,6,2,200,1,18177.39
0,0,0,5,6,50,0,8746.793
1,1,0,8,0,100,1,27959.45
1,0,2,9,1,200,1,18459.59
0,0,4,7,4,200,0,6445.618
1,0,2,10,1,200,1,18765.22
0,0,3,8,0,100,1,21465.98
1,1,1,7,5,50,0,13090.96
0,1,0,10,4,50,1,21806.77
1,0,3,4,1,200,0,6504.169
1,1,1,7,2,100,1,23568.37
1,1,1,5,0,50,0,10653.22
0,0,3,6,2,200,0,6262.621
0,0,0,8,0,250,0,5470.669
0,1,5,8,3,250,0,7516.963
0,1,2,8,1,150,0,8930.836
0,0,2,8,1,50,0,9135.42
0,1,1,9,3,100,0,10093.2
1,1,3,7,2,150,1,23110.18
0,0,3,7,7,150,0,8294.875
1,0,1,6,0,50,0,9735.781
1,0,4,9,2,250,0,9985.351
1,1,1,8,2,250,1,19307.9
0,0,4,8,1,150,0,6115.875
1,0,3,9,2,250,1,17635.99
0,0,2,5,1,250,0,8248.567
0,1,0,6,3,50,0,11049.28
0,1,1,6,2,150,0,4994.867
0,0,5,5,3,200,0,7420.256
1,1,4,4,5,50,0,8915.152
0,0,1,4,3,150,0,5288.109
0,0,3,8,8,50,1,22476.39
0,1,5,6,1,150,0,9909.488
0,1,4,6,0,200,0,5757.824
0,1,1,5,1,250,0,4980.799
0,1,3,8,2,250,0,7743.956
0,1,5,4,0,250,0,5973.082
0,1,1,8,0,100,0,8236.814
0,0,0,5,3,250,1,17775.73
0,1,0,6,1,200,0,6489.08
1,1,1,10,6,150,1,22041.52
0,0,0,4,2,200,0,2681.477
0,0,4,7,2,150,0,8958.614
0,0,1,10,5,100,0,10981.35
0,1,3,9,1,150,0,9013.759
0,1,4,5,0,150,0,7256.239
0,1,4,9,1,100,0,10419.73
1,0,8,8,1,150,1,23029.2
0,1,2,10,1,150,0,9467.601
0,1,1,8,0,250,0,7706.664
0,0,2,9,3,100,0,7834.116
0,0,2,4,4,50,0,5173.889
1,0,2,8,4,50,0,12572.71
0,1,3,8,1,200,1,18148.76
0,0,0,9,0,150,0,5654.585
0,0,3,8,6,250,0,6368.218
1,0,2,8,1,50,1,21662.3
0,0,2,6,0,200,0,5187.262
0,0,4,5,3,150,0,8763.491
0,0,1,10,1,150,0,7515.842
0,0,4,6,1,200,0,7148.09
0,0,1,7,0,100,0,5121.926
0,1,1,10,1,50,0,7850.343
1,0,1,8,1,100,0,10337.42
0,1,4,6,0,150,0,6967.996
0,1,0,7,7,100,0,8715.849
0,0,4,9,2,250,1,20633.54
0,1,1,6,6,100,0,7020.314
0,0,5,5,4,250,0,7006.906
1,0,1,9,2,100,0,8862.095
1,0,2,7,3,100,1,19906.04
0,1,6,8,2,150,0,7343.312
1,1,0,4,3,250,1,21915.48
0,0,0,6,7,100,0,5652.714
0,0,4,7,5,250,0,6427.35
1,1,2,10,3,250,1,22101.42
0,1,1,8,1,100,0,7621.91
0,0,0,8,2,50,0,3997.81
1,0,1,5,1,200,0,8110.525
1,0,0,5,4,200,0,8528.1
0,1,1,4,3,50,0,8763.808
0,0,1,10,6,250,0,8621.168
0,1,2,9,3,250,0,7630.272
0,0,3,7,0,50,0,7639.898
0,1,1,7,1,100,0,6750.657
0,0,5,8,3,100,0,5472.961
1,1,4,9,1,250,1,19435.22
1,0,2,9,0,150,0,9175.482
0,0,1,10,3,150,0,11242.51
1,0,2,9,1,200,0,9978.154
1,1,0,5,6,50,0,11846.05
0,1,2,8,0,200,0,6621.305
0,1,1,7,5,100,1,24430.76
0,0,1,8,5,100,0,5983.859
1,0,8,9,2,200,0,9222.181
0,1,1,6,2,150,0,8822.031
1,1,0,8,3,150,1,19270.06
0,0,6,6,1,50,0,8741.696
0,0,1,9,1,50,0,7297.919
1,1,3,4,2,150,0,9417.7
0,1,4,7,1,200,1,18425.39
0,1,0,6,1,150,0,6049.089
0,1,7,10,0,50,0,10286.93
0,1,0,6,5,150,0,8223.351
0,1,3,6,1,250,1,19682.54
0,0,1,8,3,200,1,17843.2
0,0,1,8,1,150,1,20911.72
0,0,4,6,4,200,1,20657.83
0,1,2,6,2,200,1,25930.88
0,0,2,6,2,150,0,3399.461
0,1,2,7,1,250,0,8461.7
0,1,2,6,1,150,0,6912.175
0,1,0,8,1,200,1,18147.78
0,1,2,4,4,150,0,6054.097
0,1,1,9,1,200,0,9370.539
0,1,1,7,4,50,0,6575.998
0,1,1,4,1,50,0,12448.45
0,0,0,5,1,50,0,8356.327
0,0,3,7,3,150,0,6948.502
0,1,0,5,1,250,0,9557.669
0,0,5,5,2,50,0,3601.336
0,0,0,9,5,150,0,9092.701
0,0,1,4,2,50,0,9734.925
0,0,5,9,2,250,0,9216.246
1,0,4,6,1,150,0,10355.19
0,0,2,8,2,250,0,4769.607
0,1,1,8,3,250,1,23657.7
0,0,3,4,1,150,0,8232.558
0,0,3,8,0,100,0,10122.67
0,1,2,5,1,200,0,7839.278
0,0,5,5,3,200,1,20072.37
0,0,0,9,0,100,0,9070.006
0,0,4,5,6,50,0,4148.436
0,0,3,5,3,50,0,8300.331
0,1,2,7,2,50,0,5678.221
0,0,2,4,3,200,0,5930.411
0,0,5,6,4,200,0,5205.732
1,0,4,4,0,200,0,7861.292
0,1,2,4,4,50,0,7221.241
0,1,3,5,1,250,0,4710.081
0,1,0,7,3,150,0,8347.336
0,1,1,8,4,100,0,9248.351
0,0,2,7,0,200,0,6646.985
0,0,0,9,4,150,0,5937.87
1,1,6,10,0,150,1,22334.42
0,0,6,6,1,50,0,6430.563
0,0,1,8,2,250,0,8805.631
1,0,6,5,0,50,0,8954.638
1,1,0,6,1,150,0,10319.5
0,0,1,10,1,200,0,7459.932
1,1,4,6,3,250,1,21927.07
0,0,0,4,2,150,0,2623.711
0,1,1,6,1,100,0,6100.358
0,0,1,5,1,50,0,5872.982
0,1,4,6,4,250,0,7638.27
0,0,5,4,1,100,0,6372.441
0,0,2,7,1,150,0,7817.329
0,1,9,6,1,100,0,9548.542
0,0,3,6,3,50,0,10823.5
0,0,3,9,1,50,0,5227.935
1,0,1,9,2,50,0,9486.757
1,1,2,8,4,50,0,12324.1
0,0,0,5,3,150,0,3543.848
0,1,2,7,2,150,0,9872.841
1,0,2,9,2,100,1,24444.04
0,1,2,6,3,50,0,7017.896
1,0,2,4,1,100,0,9502.366
1,0,5,6,2,150,0,10618.25
0,1,2,9,2,250,1,23260.09
0,1,2,7,3,150,0,8131.143
0,0,0,8,1,150,0,10403.12
0,0,1,5,4,50,0,4358.335
0,1,1,9,2,250,1,19900.3
0,1,6,8,2,100,0,7881.436
1,1,1,10,3,200,1,20188.92
1,1,4,7,2,50,0,12086.99
1,1,1,10,4,200,1,28333.85
0,0,2,10,1,150,0,6114.041
1,0,3,4,5,100,0,10204.47
0,0,5,8,4,250,0,6237.965
0,0,2,9,4,150,0,10307.84
0,1,1,7,0,100,0,5343.349
0,0,0,7,0,150,0,10526.48
0,0,1,7,3,250,1,19668.59
0,0,5,7,1,250,1,17766.95
0,1,3,7,2,150,0,9352.468
0,1,3,6,2,150,0,9235.221
0,1,3,6,0,250,0,6217.03
0,1,1,9,1,50,0,10190.42
0,0,1,8,2,150,0,10028.24
0,1,3,6,3,100,0,6412.179
0,0,4,8,1,100,0,4013.189
0,1,1,7,2,50,0,10901.59
0,0,1,10,1,50,0,11865.62
0,1,0,6,0,100,0,6255.342
0,1,1,5,0,150,0,8769.126
0,1,3,9,3,200,1,24612.3
0,1,2,5,0,50,0,6136.817
1,0,3,5,4,50,0,10332.92
0,0,1,7,1,250,0,5159.161
0,0,4,5,4,100,0,10518.26
0,0,1,10,2,150,0,10340.84
0,0,2,8,4,150,0,3726.707
0,1,3,10,2,50,0,8333.463
0,1,1,9,0,50,0,12440.99
0,0,4,7,7,200,1,22567.72
0,1,1,6,1,250,0,8393.742
0,0,2,5,4,250,0,4835.946
0,0,0,10,2,200,0,7913.766
0,0,3,7,3,150,0,6277.993
0,1,9,10,1,200,1,20509.84
0,1,3,9,2,250,1,19036.77
0,0,3,9,6,250,0,8816.389
1,0,0,9,3,200,0,9347.843
1,0,6,5,3,50,0,7176.979
1,1,2,9,0,50,1,21380.16
1,0,1,8,1,50,1,22450.81
0,1,5,9,4,200,0,10050.69
0,1,1,6,4,50,0,6263.226
0,0,1,6,2,250,0,5824.642
0,1,3,7,0,100,0,8174.565
0,0,2,4,0,50,0,3965.659
1,0,2,6,3,250,1,19742.47
0,1,2,6,1,200,0,10613.74
